Block_Group,FIPS_Code,Formatted_FIPS,Probability that two individuals chosen at random would be of di
"421010263021, PA",421010263021,421010263021,6.08
"421010178006, PA",421010178006,421010178006,61.15
"421010362014, PA",421010362014,421010362014,44
"421010019002, PA",421010019002,421010019002,56.81
"421010191006, PA",421010191006,421010191006,44.34
"421010202005, PA",421010202005,421010202005,11.67
"421010238005, PA",421010238005,421010238005,47.73
"421010197001, PA",421010197001,421010197001,40.32
"421010325001, PA",421010325001,421010325001,58.49
"421010242004, PA",421010242004,421010242004,43.2
"421010331011, PA",421010331011,421010331011,14.18
"421010204003, PA",421010204003,421010204003,9.3
"421010195022, PA",421010195022,421010195022,47.34
"421010302003, PA",421010302003,421010302003,67.61
"421010176014, PA",421010176014,421010176014,10.34
"421010299004, PA",421010299004,421010299004,66.8
"421010041022, PA",421010041022,421010041022,70.81
"421010149006, PA",421010149006,421010149006,17
"421010289011, PA",421010289011,421010289011,64.24
"421010210003, PA",421010210003,421010210003,8.54
"421010144003, PA",421010144003,421010144003,57.24
"421010274022, PA",421010274022,421010274022,51.72
"421010096001, PA",421010096001,421010096001,23.16
"421010069003, PA",421010069003,421010069003,10.41
"421010310001, PA",421010310001,421010310001,74.17
"421010011021, PA",421010011021,421010011021,19.93
"421010084004, PA",421010084004,421010084004,26.32
"421010074005, PA",421010074005,421010074005,27.27
"421010253001, PA",421010253001,421010253001,11.88
"421010252002, PA",421010252002,421010252002,21.6
"421010263011, PA",421010263011,421010263011,10.68
"421010119001, PA",421010119001,421010119001,15.38
"421010151023, PA",421010151023,421010151023,25.67
"421010085007, PA",421010085007,421010085007,27.33
"421010086011, PA",421010086011,421010086011,69.44
"421010306004, PA",421010306004,421010306004,62.53
"421010094002, PA",421010094002,421010094002,6.98
"421010204002, PA",421010204002,421010204002,26.58
"421010260003, PA",421010260003,421010260003,22.94
"421010310005, PA",421010310005,421010310005,72.22
"421010315023, PA",421010315023,421010315023,52.7
"421010024003, PA",421010024003,421010024003,44.1
"421010252007, PA",421010252007,421010252007,4.41
"421010274012, PA",421010274012,421010274012,69.71
"421010302005, PA",421010302005,421010302005,58.85
"421010280003, PA",421010280003,421010280003,17.79
"421010199003, PA",421010199003,421010199003,46.36
"421010158003, PA",421010158003,421010158003,6.22
"421010331012, PA",421010331012,421010331012,45.94
"421010177025, PA",421010177025,421010177025,48.32
"421010090004, PA",421010090004,421010090004,52.2
"421010326003, PA",421010326003,421010326003,55.38
"421010319002, PA",421010319002,421010319002,69.27
"421010137002, PA",421010137002,421010137002,44.37
"421010020002, PA",421010020002,421010020002,37.29
"421010262003, PA",421010262003,421010262003,4.55
"421010094004, PA",421010094004,421010094004,10.19
"421010188007, PA",421010188007,421010188007,62.39
"421010311024, PA",421010311024,421010311024,63.43
"421010101004, PA",421010101004,421010101004,57.82
"421010326004, PA",421010326004,421010326004,69.07
"421010238003, PA",421010238003,421010238003,63.5
"421010300003, PA",421010300003,421010300003,49.54
"421010115003, PA",421010115003,421010115003,25.12
"421010158005, PA",421010158005,421010158005,23.56
"421010337023, PA",421010337023,421010337023,45.72
"421010183002, PA",421010183002,421010183002,0
"421010019003, PA",421010019003,421010019003,69.76
"421010066003, PA",421010066003,421010066003,41.08
"421010253003, PA",421010253003,421010253003,31.62
"421010200001, PA",421010200001,421010200001,14.35
"421010081024, PA",421010081024,421010081024,7.93
"421010042012, PA",421010042012,421010042012,27.23
"421010338003, PA",421010338003,421010338003,0
"421010267004, PA",421010267004,421010267004,5.5
"421010318002, PA",421010318002,421010318002,71.28
"421010025001, PA",421010025001,421010025001,56.12
"421010213003, PA",421010213003,421010213003,34.81
"421010107004, PA",421010107004,421010107004,2.86
"421010088023, PA",421010088023,421010088023,53.01
"421010279014, PA",421010279014,421010279014,14.45
"421010039022, PA",421010039022,421010039022,2.69
"421010259001, PA",421010259001,421010259001,0
"421010300005, PA",421010300005,421010300005,6.36
"421010305025, PA",421010305025,421010305025,65.83
"421010158001, PA",421010158001,421010158001,22.16
"421010254001, PA",421010254001,421010254001,0.57
"421010010011, PA",421010010011,421010010011,20.32
"421010014001, PA",421010014001,421010014001,43.79
"421010210005, PA",421010210005,421010210005,16.83
"421010330005, PA",421010330005,421010330005,44.13
"421010118001, PA",421010118001,421010118001,13.08
"421010086012, PA",421010086012,421010086012,53.46
"421010135001, PA",421010135001,421010135001,6.17
"421010305023, PA",421010305023,421010305023,74.08
"421010242003, PA",421010242003,421010242003,10.91
"421010065005, PA",421010065005,421010065005,16.62
"421010031001, PA",421010031001,421010031001,46.82
"421010177024, PA",421010177024,421010177024,15.75
"421010326001, PA",421010326001,421010326001,63.26
"421010275002, PA",421010275002,421010275002,50.2
"421010042014, PA",421010042014,421010042014,53.92
"421010025004, PA",421010025004,421010025004,72.97
"421010305013, PA",421010305013,421010305013,45.45
"421010319001, PA",421010319001,421010319001,63.66
"421010314011, PA",421010314011,421010314011,74.7
"421010067005, PA",421010067005,421010067005,32.45
"421010178007, PA",421010178007,421010178007,63.8
"421010306005, PA",421010306005,421010306005,60.58
"421010098011, PA",421010098011,421010098011,35.27
"421010175003, PA",421010175003,421010175003,42.11
"421010183004, PA",421010183004,421010183004,0
"421010084006, PA",421010084006,421010084006,0
"421010315014, PA",421010315014,421010315014,64.02
"421010160006, PA",421010160006,421010160006,30.87
"421010176015, PA",421010176015,421010176015,19.23
"421010080001, PA",421010080001,421010080001,50.49
"421010311021, PA",421010311021,421010311021,56.2
"421010319003, PA",421010319003,421010319003,58.04
"421010109001, PA",421010109001,421010109001,27.6
"421010267005, PA",421010267005,421010267005,0
"421010093005, PA",421010093005,421010093005,1.2
"421010100001, PA",421010100001,421010100001,16.94
"421010331022, PA",421010331022,421010331022,28.16
"421010242002, PA",421010242002,421010242002,11.42
"421010175002, PA",421010175002,421010175002,35.08
"421010163001, PA",421010163001,421010163001,59.34
"421010192005, PA",421010192005,421010192005,36.42
"421010017001, PA",421010017001,421010017001,38.73
"421010195012, PA",421010195012,421010195012,13.2
"421010176021, PA",421010176021,421010176021,43.06
"421010337024, PA",421010337024,421010337024,55.29
"421010214004, PA",421010214004,421010214004,15.47
"421010308001, PA",421010308001,421010308001,63.08
"421010253004, PA",421010253004,421010253004,26.26
"421010244001, PA",421010244001,421010244001,26
"421010319004, PA",421010319004,421010319004,64.69
"421010039013, PA",421010039013,421010039013,13.44
"421010278002, PA",421010278002,421010278002,20.49
"421010331014, PA",421010331014,421010331014,30.05
"421010039011, PA",421010039011,421010039011,59.5
"421010145002, PA",421010145002,421010145002,43.98
"421010067002, PA",421010067002,421010067002,32.92
"421010209001, PA",421010209001,421010209001,9.96
"421010201024, PA",421010201024,421010201024,2.42
"421010306003, PA",421010306003,421010306003,56.91
"421010188004, PA",421010188004,421010188004,73.65
"421010316004, PA",421010316004,421010316004,55.14
"421010213005, PA",421010213005,421010213005,12.25
"421010083012, PA",421010083012,421010083012,16.88
"421010041021, PA",421010041021,421010041021,68.94
"421010274024, PA",421010274024,421010274024,60.61
"421010379002, PA",421010379002,421010379002,0
"421010247001, PA",421010247001,421010247001,11.71
"421010103002, PA",421010103002,421010103002,31.49
"421010072002, PA",421010072002,421010072002,0
"421010169021, PA",421010169021,421010169021,6.51
"421010201023, PA",421010201023,421010201023,8.98
"421010106001, PA",421010106001,421010106001,55.05
"421010253002, PA",421010253002,421010253002,17.67
"421010323002, PA",421010323002,421010323002,48.85
"421010039014, PA",421010039014,421010039014,64.13
"421010199002, PA",421010199002,421010199002,45.95
"421010008011, PA",421010008011,421010008011,49.11
"421010249004, PA",421010249004,421010249004,7.24
"421010079002, PA",421010079002,421010079002,40.02
"421010252005, PA",421010252005,421010252005,15.33
"421010260002, PA",421010260002,421010260002,16.03
"421010379005, PA",421010379005,421010379005,5.58
"421010180021, PA",421010180021,421010180021,7.61
"421010263013, PA",421010263013,421010263013,2.48
"421010286006, PA",421010286006,421010286006,51.01
"421010110003, PA",421010110003,421010110003,23.84
"421010315011, PA",421010315011,421010315011,35.77
"421010070005, PA",421010070005,421010070005,6.54
"421010029001, PA",421010029001,421010029001,62.17
"421010157001, PA",421010157001,421010157001,49.15
"421010286005, PA",421010286005,421010286005,56.87
"421010118002, PA",421010118002,421010118002,9.45
"421010041014, PA",421010041014,421010041014,71.43
"421010313004, PA",421010313004,421010313004,74.46
"421010291004, PA",421010291004,421010291004,69.27
"421010110004, PA",421010110004,421010110004,10.5
"421010213002, PA",421010213002,421010213002,41.13
"421010140003, PA",421010140003,421010140003,71.05
"421010102003, PA",421010102003,421010102003,14.49
"421010331013, PA",421010331013,421010331013,6.79
"421010064001, PA",421010064001,421010064001,51.01
"421010259005, PA",421010259005,421010259005,12.65
"421010110002, PA",421010110002,421010110002,20.3
"421010199001, PA",421010199001,421010199001,14.82
"421010274023, PA",421010274023,421010274023,56.08
"421010331023, PA",421010331023,421010331023,44.24
"421010147001, PA",421010147001,421010147001,30.35
"421010210002, PA",421010210002,421010210002,16.37
"421010315015, PA",421010315015,421010315015,22.94
"421010252003, PA",421010252003,421010252003,30.69
"421010016001, PA",421010016001,421010016001,28.92
"421010314015, PA",421010314015,421010314015,65.79
"421010266006, PA",421010266006,421010266006,0
"421010088011, PA",421010088011,421010088011,56.88
"421010305012, PA",421010305012,421010305012,67.92
"421010010012, PA",421010010012,421010010012,32.13
"421010248001, PA",421010248001,421010248001,4.12
"421010179002, PA",421010179002,421010179002,32.63
"421010301001, PA",421010301001,421010301001,22.03
"421010091003, PA",421010091003,421010091003,48.56
"421010064002, PA",421010064002,421010064002,33.75
"421010039023, PA",421010039023,421010039023,0
"421010017002, PA",421010017002,421010017002,37.8
"421010037021, PA",421010037021,421010037021,72.57
"421010311013, PA",421010311013,421010311013,67.59
"421010113002, PA",421010113002,421010113002,0
"421010279013, PA",421010279013,421010279013,27.78
"421010238001, PA",421010238001,421010238001,64.19
"421010108002, PA",421010108002,421010108002,17.19
"421010265006, PA",421010265006,421010265006,8.27
"421010134023, PA",421010134023,421010134023,37.87
"421010134012, PA",421010134012,421010134012,24.91
"421010180012, PA",421010180012,421010180012,27
"421010300004, PA",421010300004,421010300004,46.31
"421010085005, PA",421010085005,421010085005,21.99
"421010207002, PA",421010207002,421010207002,39.3
"421010088022, PA",421010088022,421010088022,66.3
"421010175005, PA",421010175005,421010175005,51.39
"421010281003, PA",421010281003,421010281003,32.89
"421010078004, PA",421010078004,421010078004,36.3
"421010279012, PA",421010279012,421010279012,21.65
"421010173001, PA",421010173001,421010173001,11.8
"421010177011, PA",421010177011,421010177011,60.27
"421010266007, PA",421010266007,421010266007,6.13
"421010180022, PA",421010180022,421010180022,34.8
"421010105001, PA",421010105001,421010105001,0
"421010024002, PA",421010024002,421010024002,47.58
"421010264003, PA",421010264003,421010264003,33.92
"421010245001, PA",421010245001,421010245001,12.98
"421010202006, PA",421010202006,421010202006,10.06
"421010274013, PA",421010274013,421010274013,18.36
"421010033001, PA",421010033001,421010033001,42.42
"421010302002, PA",421010302002,421010302002,64.42
"421010321002, PA",421010321002,421010321002,65.4
"421010283003, PA",421010283003,421010283003,2.82
"421010191002, PA",421010191002,421010191002,47.99
"421010067004, PA",421010067004,421010067004,37.27
"421010190004, PA",421010190004,421010190004,33.24
"421010180013, PA",421010180013,421010180013,6.28
"421010095003, PA",421010095003,421010095003,15.95
"421010190001, PA",421010190001,421010190001,46.84
"421010071013, PA",421010071013,421010071013,12.91
"421010022003, PA",421010022003,421010022003,62.2
"421010041011, PA",421010041011,421010041011,75.7
"421010188005, PA",421010188005,421010188005,64.76
"421010213004, PA",421010213004,421010213004,18.58
"421010025002, PA",421010025002,421010025002,18.87
"421010087013, PA",421010087013,421010087013,74.11
"421010151012, PA",421010151012,421010151012,9.83
"421010060003, PA",421010060003,421010060003,0
"421010179001, PA",421010179001,421010179001,32.26
"421010320005, PA",421010320005,421010320005,61.46
"421010253005, PA",421010253005,421010253005,23.04
"421010274011, PA",421010274011,421010274011,67.95
"421010188003, PA",421010188003,421010188003,49.65
"421010037013, PA",421010037013,421010037013,27.45
"421010074003, PA",421010074003,421010074003,27.09
"421010143002, PA",421010143002,421010143002,39.77
"421010306002, PA",421010306002,421010306002,53.67
"421010153001, PA",421010153001,421010153001,50.76
"421010316006, PA",421010316006,421010316006,20.96
"421010115002, PA",421010115002,421010115002,22.44
"421010314013, PA",421010314013,421010314013,73.15
"421010078001, PA",421010078001,421010078001,66.26
"421010294001, PA",421010294001,421010294001,40.12
"421010259003, PA",421010259003,421010259003,0
"421010095004, PA",421010095004,421010095004,0
"421010320002, PA",421010320002,421010320002,60.61
"421010310004, PA",421010310004,421010310004,57.92
"421010040023, PA",421010040023,421010040023,16.26
"421010153003, PA",421010153003,421010153003,48.78
"421010172013, PA",421010172013,421010172013,31.87
"421010081011, PA",421010081011,421010081011,16.22
"421010311014, PA",421010311014,421010311014,68.9
"421010198006, PA",421010198006,421010198006,21.39
"421010151011, PA",421010151011,421010151011,32.71
"421010188001, PA",421010188001,421010188001,53.49
"421010311023, PA",421010311023,421010311023,57.31
"421010390004, PA",421010390004,421010390004,55.94
"421010254003, PA",421010254003,421010254003,57.82
"421010284001, PA",421010284001,421010284001,36.74
"421010209004, PA",421010209004,421010209004,22.18
"421010161003, PA",421010161003,421010161003,67.31
"421010267003, PA",421010267003,421010267003,4.73
"421010167013, PA",421010167013,421010167013,1.67
"421010191003, PA",421010191003,421010191003,67.24
"421010073003, PA",421010073003,421010073003,31.58
"421010088024, PA",421010088024,421010088024,58.98
"421010172011, PA",421010172011,421010172011,23.83
"421010315013, PA",421010315013,421010315013,38.64
"421010140002, PA",421010140002,421010140002,42.02
"421010326006, PA",421010326006,421010326006,57.87
"421010152003, PA",421010152003,421010152003,19.1
"421010213001, PA",421010213001,421010213001,9.18
"421010243001, PA",421010243001,421010243001,33.62
"421010080002, PA",421010080002,421010080002,66.37
"421010067006, PA",421010067006,421010067006,48.52
"421010177021, PA",421010177021,421010177021,29.42
"421010072001, PA",421010072001,421010072001,3.31
"421010317001, PA",421010317001,421010317001,76.86
"421010082003, PA",421010082003,421010082003,0
"421010305022, PA",421010305022,421010305022,61.85
"421010298002, PA",421010298002,421010298002,66.45
"421010243003, PA",421010243003,421010243003,28.81
"421010040024, PA",421010040024,421010040024,23.62
"421010149001, PA",421010149001,421010149001,7.66
"421010160007, PA",421010160007,421010160007,28.22
"421010101005, PA",421010101005,421010101005,0
"421010028025, PA",421010028025,421010028025,52.7
"421010101006, PA",421010101006,421010101006,18.91
"421010320003, PA",421010320003,421010320003,29.16
"421010209002, PA",421010209002,421010209002,28.66
"421010040013, PA",421010040013,421010040013,42.1
"421010277003, PA",421010277003,421010277003,4.32
"421010136022, PA",421010136022,421010136022,32.69
"421010262002, PA",421010262002,421010262002,4.27
"421010161004, PA",421010161004,421010161004,61.01
"421010162001, PA",421010162001,421010162001,27.66
"421010079003, PA",421010079003,421010079003,74.34
"421010021001, PA",421010021001,421010021001,41.06
"421010277006, PA",421010277006,421010277006,30.7
"421010167012, PA",421010167012,421010167012,4.08
"421010071022, PA",421010071022,421010071022,0
"421010081012, PA",421010081012,421010081012,20.02
"421010286002, PA",421010286002,421010286002,64.15
"421010071023, PA",421010071023,421010071023,18.31
"421010144001, PA",421010144001,421010144001,64.79
"421010136012, PA",421010136012,421010136012,43.96
"421010083021, PA",421010083021,421010083021,2.55
"421010016002, PA",421010016002,421010016002,19.25
"421010112004, PA",421010112004,421010112004,0
"421010082007, PA",421010082007,421010082007,21.88
"421010177022, PA",421010177022,421010177022,39.8
"421010190002, PA",421010190002,421010190002,63.37
"421010078005, PA",421010078005,421010078005,56.84
"421010283007, PA",421010283007,421010283007,37.65
"421010316005, PA",421010316005,421010316005,33.18
"421010079001, PA",421010079001,421010079001,55.35
"421010316001, PA",421010316001,421010316001,64.74
"421010041013, PA",421010041013,421010041013,71.69
"421010320007, PA",421010320007,421010320007,60.78
"421010083024, PA",421010083024,421010083024,2.53
"421010259004, PA",421010259004,421010259004,34.18
"421010083023, PA",421010083023,421010083023,31.01
"421010085003, PA",421010085003,421010085003,36.95
"421010067003, PA",421010067003,421010067003,17.14
"421010298003, PA",421010298003,421010298003,57.68
"421010171001, PA",421010171001,421010171001,0
"421010195013, PA",421010195013,421010195013,27.16
"421010085001, PA",421010085001,421010085001,10.55
"421010160005, PA",421010160005,421010160005,26.04
"421010079004, PA",421010079004,421010079004,55.26
"421010316003, PA",421010316003,421010316003,70.34
"421010289023, PA",421010289023,421010289023,59.1
"421010271002, PA",421010271002,421010271002,56.87
"421010311011, PA",421010311011,421010311011,69.43
"421010111003, PA",421010111003,421010111003,12.64
"421010109003, PA",421010109003,421010109003,51.39
"421010142001, PA",421010142001,421010142001,42.6
"421010033005, PA",421010033005,421010033005,66.53
"421010279011, PA",421010279011,421010279011,7.66
"421010087012, PA",421010087012,421010087012,76.11
"421010149003, PA",421010149003,421010149003,15.75
"421010087022, PA",421010087022,421010087022,70.38
"421010202002, PA",421010202002,421010202002,0
"421010326002, PA",421010326002,421010326002,22.11
"421010146002, PA",421010146002,421010146002,23.63
"421010301003, PA",421010301003,421010301003,66.39
"421010314014, PA",421010314014,421010314014,77.2
"421010178002, PA",421010178002,421010178002,65.82
"421010071012, PA",421010071012,421010071012,9.64
"421010160002, PA",421010160002,421010160002,38.58
"421010263012, PA",421010263012,421010263012,1.78
"421010249001, PA",421010249001,421010249001,0
"421010108004, PA",421010108004,421010108004,38.51
"421010329003, PA",421010329003,421010329003,58.28
"421010086022, PA",421010086022,421010086022,23.44
"421010252004, PA",421010252004,421010252004,2.51
"421010272001, PA",421010272001,421010272001,27.3
"421010090002, PA",421010090002,421010090002,55.17
"421010037014, PA",421010037014,421010037014,21.33
"421010300002, PA",421010300002,421010300002,40.55
"421010288002, PA",421010288002,421010288002,70.3
"421010320006, PA",421010320006,421010320006,50.73
"421010028022, PA",421010028022,421010028022,34.58
"421010009021, PA",421010009021,421010009021,53.9
"421010093003, PA",421010093003,421010093003,1.71
"421010101002, PA",421010101002,421010101002,12.44
"421010176012, PA",421010176012,421010176012,6.04
"421010082001, PA",421010082001,421010082001,0.94
"421010284002, PA",421010284002,421010284002,26.58
"421010180024, PA",421010180024,421010180024,24.23
"421010071021, PA",421010071021,421010071021,7.09
"421010175004, PA",421010175004,421010175004,34.93
"421010061002, PA",421010061002,421010061002,60.22
"421010267007, PA",421010267007,421010267007,0
"421010277002, PA",421010277002,421010277002,0.83
"421010027023, PA",421010027023,421010027023,36.46
"421010113003, PA",421010113003,421010113003,0
"421010330006, PA",421010330006,421010330006,28.06
"421010032005, PA",421010032005,421010032005,25.77
"421010330003, PA",421010330003,421010330003,50.26
"421010040022, PA",421010040022,421010040022,29.65
"421010192003, PA",421010192003,421010192003,45.61
"421010390005, PA",421010390005,421010390005,55.1
"421010086023, PA",421010086023,421010086023,55.33
"421010060005, PA",421010060005,421010060005,25.59
"421010280001, PA",421010280001,421010280001,20.12
"421010172022, PA",421010172022,421010172022,11.76
"421010084001, PA",421010084001,421010084001,29.16
"421010071025, PA",421010071025,421010071025,6
"421010037022, PA",421010037022,421010037022,63.21
"421010390007, PA",421010390007,421010390007,57.98
"421010176011, PA",421010176011,421010176011,38.64
"421010267001, PA",421010267001,421010267001,0
"421010289024, PA",421010289024,421010289024,38.95
"421010275004, PA",421010275004,421010275004,19.46
"421010115001, PA",421010115001,421010115001,7.71
"421010263014, PA",421010263014,421010263014,9.05
"421010172021, PA",421010172021,421010172021,25.85
"421010312001, PA",421010312001,421010312001,53.91
"421010033004, PA",421010033004,421010033004,13.32
"421010177012, PA",421010177012,421010177012,52.11
"421010012012, PA",421010012012,421010012012,39.47
"421010313005, PA",421010313005,421010313005,55.19
"421010273004, PA",421010273004,421010273004,41.18
"421010165002, PA",421010165002,421010165002,29.01
"421010136011, PA",421010136011,421010136011,26.75
"421010112002, PA",421010112002,421010112002,10.13
"421010080003, PA",421010080003,421010080003,29.16
"421010274025, PA",421010274025,421010274025,56
"421010032003, PA",421010032003,421010032003,6.13
"421010264004, PA",421010264004,421010264004,9.76
"421010101003, PA",421010101003,421010101003,2.44
"421010032001, PA",421010032001,421010032001,48.42
"421010093004, PA",421010093004,421010093004,1.94
"421010062001, PA",421010062001,421010062001,2.24
"421010108005, PA",421010108005,421010108005,2.28
"421010249002, PA",421010249002,421010249002,0
"421010274021, PA",421010274021,421010274021,72.09
"421010082004, PA",421010082004,421010082004,9.04
"421010330007, PA",421010330007,421010330007,44.68
"421010316002, PA",421010316002,421010316002,68.63
"421010085006, PA",421010085006,421010085006,23.39
"421010267006, PA",421010267006,421010267006,0
"421010088012, PA",421010088012,421010088012,71.69
"421010176022, PA",421010176022,421010176022,15.44
"421010039012, PA",421010039012,421010039012,43.85
"421010039021, PA",421010039021,421010039021,23.39
"421010378003, PA",421010378003,421010378003,38.78
"421010178001, PA",421010178001,421010178001,68.8
"421010038001, PA",421010038001,421010038001,1.06
"421010041012, PA",421010041012,421010041012,46.82
"421010107001, PA",421010107001,421010107001,5.37
"421010041024, PA",421010041024,421010041024,53.36
"421010040021, PA",421010040021,421010040021,38.02
"421010286003, PA",421010286003,421010286003,51.44
"421010192006, PA",421010192006,421010192006,38.97
"421010134021, PA",421010134021,421010134021,43.14
"421010040012, PA",421010040012,421010040012,40.71
"421010264007, PA",421010264007,421010264007,20.48
"421010112005, PA",421010112005,421010112005,6.03
"421010204004, PA",421010204004,421010204004,13.69
"421010276002, PA",421010276002,421010276002,2.35
"421010096004, PA",421010096004,421010096004,11.58
"421010065001, PA",421010065001,421010065001,4.41
"421010087011, PA",421010087011,421010087011,44.38
"421010096005, PA",421010096005,421010096005,8.81
"421010012024, PA",421010012024,421010012024,49.15
"421010027012, PA",421010027012,421010027012,65.42
"421010027011, PA",421010027011,421010027011,65.36
"421010032006, PA",421010032006,421010032006,58.88
"421010027013, PA",421010027013,421010027013,68.97
"421010265004, PA",421010265004,421010265004,23.92
"421010071024, PA",421010071024,421010071024,40.05
"421010033006, PA",421010033006,421010033006,12.81
"421010101001, PA",421010101001,421010101001,12.05
"421010040011, PA",421010040011,421010040011,29.1
"421010201012, PA",421010201012,421010201012,17.03
"421010065003, PA",421010065003,421010065003,11.92
"421010095001, PA",421010095001,421010095001,42.38
"421010028013, PA",421010028013,421010028013,69.12
"421010028011, PA",421010028011,421010028011,67.14
"421010038004, PA",421010038004,421010038004,23.91
"421010028012, PA",421010028012,421010028012,66.38
"421010313001, PA",421010313001,421010313001,69.98
"421010197006, PA",421010197006,421010197006,49.84
"421010265001, PA",421010265001,421010265001,9.52
"421010201022, PA",421010201022,421010201022,41.03
"421010172012, PA",421010172012,421010172012,31.53
"421010063002, PA",421010063002,421010063002,70.18
"421010114002, PA",421010114002,421010114002,5.75
"421010167024, PA",421010167024,421010167024,36.38
"421010326005, PA",421010326005,421010326005,65.4
"421010114004, PA",421010114004,421010114004,7.59
"421010309002, PA",421010309002,421010309002,62.53
"421010040014, PA",421010040014,421010040014,42.59
"421010379004, PA",421010379004,421010379004,18.99
"421010085002, PA",421010085002,421010085002,24.16
"421010015001, PA",421010015001,421010015001,41.49
"421010078003, PA",421010078003,421010078003,55.31
"421010137003, PA",421010137003,421010137003,6.67
"421010007003, PA",421010007003,421010007003,67
"421010074001, PA",421010074001,421010074001,45.63
"421010188006, PA",421010188006,421010188006,50.9
"421010214002, PA",421010214002,421010214002,43.94
"421010066002, PA",421010066002,421010066002,4.21
"421010027024, PA",421010027024,421010027024,7.87
"421010100002, PA",421010100002,421010100002,33.46
"421010195023, PA",421010195023,421010195023,51.43
"421010008041, PA",421010008041,421010008041,30.73
"421010009022, PA",421010009022,421010009022,37.13
"421010201021, PA",421010201021,421010201021,8.84
"421010265003, PA",421010265003,421010265003,2.93
"421010197004, PA",421010197004,421010197004,49.94
"421010070001, PA",421010070001,421010070001,0
"421010093002, PA",421010093002,421010093002,11.23
"421010172024, PA",421010172024,421010172024,19.04
"421010277005, PA",421010277005,421010277005,0.59
"421010065004, PA",421010065004,421010065004,0
"421010390002, PA",421010390002,421010390002,30
"421010027022, PA",421010027022,421010027022,9.71
"421010023001, PA",421010023001,421010023001,62.09
"421010011022, PA",421010011022,421010011022,44.84
"421010091001, PA",421010091001,421010091001,65.85
"421010112003, PA",421010112003,421010112003,0
"421010063003, PA",421010063003,421010063003,19.08
"421010088021, PA",421010088021,421010088021,61.07
"421010267002, PA",421010267002,421010267002,18.42
"421010114003, PA",421010114003,421010114003,0
"421010010022, PA",421010010022,421010010022,5.93
"421010286004, PA",421010286004,421010286004,50.55
"421010131002, PA",421010131002,421010131002,49.76
"421010038003, PA",421010038003,421010038003,20.59
"421010283001, PA",421010283001,421010283001,42.06
"421010167011, PA",421010167011,421010167011,23.52
"421010153002, PA",421010153002,421010153002,51.22
"421010259002, PA",421010259002,421010259002,4.47
"421010320004, PA",421010320004,421010320004,55.3
"421010024004, PA",421010024004,421010024004,66.51
"421010073002, PA",421010073002,421010073002,12.46
"421010073001, PA",421010073001,421010073001,3.14
"421010013003, PA",421010013003,421010013003,66.25
"421010157002, PA",421010157002,421010157002,56.86
"421010214003, PA",421010214003,421010214003,38.45
"421010283002, PA",421010283002,421010283002,0
"421010104001, PA",421010104001,421010104001,12.47
"421010031006, PA",421010031006,421010031006,23.18
"421010283005, PA",421010283005,421010283005,55.68
"421010158004, PA",421010158004,421010158004,10.54
"421010071011, PA",421010071011,421010071011,3.69
"421010202003, PA",421010202003,421010202003,0
"421010318003, PA",421010318003,421010318003,55.23
"421010167021, PA",421010167021,421010167021,25.63
"421010299003, PA",421010299003,421010299003,62.45
"421010115004, PA",421010115004,421010115004,14.57
"421010031005, PA",421010031005,421010031005,28.13
"421010158002, PA",421010158002,421010158002,1.35
"421010118006, PA",421010118006,421010118006,42.93
"421010062002, PA",421010062002,421010062002,28.22
"421010082002, PA",421010082002,421010082002,4.95
"421010090001, PA",421010090001,421010090001,34.63
"421010266008, PA",421010266008,421010266008,0
"421010198004, PA",421010198004,421010198004,52.47
"421010158006, PA",421010158006,421010158006,11.94
"421010078002, PA",421010078002,421010078002,58.93
"421010152001, PA",421010152001,421010152001,3.68
"421010168003, PA",421010168003,421010168003,25.31
"421010107003, PA",421010107003,421010107003,9.48
"421010112007, PA",421010112007,421010112007,6.15
"421010041023, PA",421010041023,421010041023,33.16
"421010166002, PA",421010166002,421010166002,59.17
"421010318004, PA",421010318004,421010318004,50.81
"421010298005, PA",421010298005,421010298005,62.87
"421010204001, PA",421010204001,421010204001,15.61
"421010277004, PA",421010277004,421010277004,22.51
"421010265005, PA",421010265005,421010265005,1.33
"421010139001, PA",421010139001,421010139001,5.65
"421010022001, PA",421010022001,421010022001,63.54
"421010018001, PA",421010018001,421010018001,16.41
"421010012022, PA",421010012022,421010012022,23.84
"421010379001, PA",421010379001,421010379001,0
"421010062003, PA",421010062003,421010062003,6.58
"421010012013, PA",421010012013,421010012013,33.57
"421010012021, PA",421010012021,421010012021,41.71
"421010019001, PA",421010019001,421010019001,52.27
"421010119005, PA",421010119005,421010119005,0
"421010259006, PA",421010259006,421010259006,4.41
"421010160001, PA",421010160001,421010160001,13.07
"421010137004, PA",421010137004,421010137004,52.81
"421010084002, PA",421010084002,421010084002,16.55
"421010313006, PA",421010313006,421010313006,67.8
"421010264002, PA",421010264002,421010264002,0
"421010022002, PA",421010022002,421010022002,61.95
"421010112006, PA",421010112006,421010112006,4.81
"421010171002, PA",421010171002,421010171002,1.88
"421010266002, PA",421010266002,421010266002,5.68
"421010168004, PA",421010168004,421010168004,9.34
"421010030021, PA",421010030021,421010030021,53.1
"421010070002, PA",421010070002,421010070002,22.53
"421010028021, PA",421010028021,421010028021,66.71
"421010311012, PA",421010311012,421010311012,59.22
"421010028024, PA",421010028024,421010028024,14.91
